X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,Y
s,t,o,m,v,e,r,b,a,a,s,d,_,t,o,e,n,_,d,e,_,l,e,r,a,a,r,_,h,e,m,_,e,e,n,_,ƒ,?,?,ƒ,?,?,v,r,a,a,g,_,s,t,Dutch
d,i,e,_,h,i,j,_,t,e,g,e,n,k,w,a,m,_,t,i,j,d,e,n,s,_,z,i,j,n,_,r,e,i,z,e,n,_,o,f,_,i,n,_,e,e,n,_,i,n,Dutch
k,a,n,_,d,a,t,_,a,l,t,i,j,d,_,z,e,g,g,e,n,_,o,m,d,a,t,_,i,k,_,d,a,t,_,n,i,e,t,_,h,a,d,_,g,e,d,a,a,n,Dutch
i,k,_,w,a,s,_,s,t,o,m,v,e,r,b,a,a,s,d,_,d,o,o,r,_,e,n,k,e,l,e,_,v,a,n,_,d,e,_,v,r,a,g,e,n,_,_,_,_,_,Dutch
a,n,d,e,r,e,_,w,o,o,r,d,e,n,_,d,i,e,_,j,e,_,k,u,n,t,_,g,e,b,r,u,i,k,e,n,_,i,n,_,p,l,a,a,t,s,_,v,a,n,Dutch
i,s,_,e,e,n,_,h,e,e,l,_,f,r,a,n,s,e,_,m,a,n,i,e,r,_,o,m,_,o,n,t,m,o,e,t,i,n,g,_,o,f,_,d,a,t,u,m,_,t,Dutch
i,k,_,h,e,b,_,v,a,n,a,v,o,n,d,_,e,e,n,_,a,f,s,p,r,a,a,k,_,m,e,t,_,m,i,j,n,_,v,r,i,e,n,d,e,n,_,o,f,_,Dutch
i,n,_,f,r,a,n,k,r,i,j,k,_,w,e,r,d,_,e,e,r,d,e,r,e,_,a,f,s,p,r,a,a,k,_,d,o,o,r,_,h,e,t,_,l,e,g,e,r,_,Dutch
i,n,_,h,e,t,_,a,l,g,e,m,e,e,n,_,m,a,a,r,_,h,e,t,_,w,o,n,_,',_,h,e,t,_,i,s,_,e,r,g,_,g,e,s,c,h,i,k,t,Dutch
e,n,_,e,e,n,_,s,c,h,e,r,p,e,_,h,o,e,k,_,i,s,_,d,e,z,e,_,s,c,h,e,r,p,e,_,h,o,e,k,_,m,i,n,d,e,r,_,d,a,Dutch
w,a,s,_,n,i,e,t,_,i,n,_,s,t,a,a,t,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
o,m,_,e,e,n,_,ƒ,?,?,ƒ,?,?,e,n,k,e,l,e,_,v,r,a,a,g,_,o,p,_,d,e,_,t,e,s,t,_,t,e,_,b,e,a,n,t,w,o,o,r,d,Dutch
s,t,e,l,_,n,u,_,d,a,t,_,i,n,_,u,w,_,d,a,g,e,l,i,j,k,s,e,_,s,i,t,u,a,t,i,e,_,u,w,_,v,r,i,e,n,d,_,o,f,Dutch
z,e,g,_,t,e,g,e,n,_,h,e,n,_,m,i,s,s,c,h,i,e,n,_,b,e,n,_,i,k,_,s,t,o,m,_,m,a,a,r,_,i,k,_,w,e,e,t,_,n,Dutch
s,l,i,m,_,w,o,o,r,d,_,n,u,m,m,e,r,_,i,s,_,t,r,a,a,g,_,t,r,a,a,g,_,t,r,a,a,g,_,b,e,t,e,k,e,n,t,_,o,m,Dutch
d,a,n,_,n,o,r,m,a,a,l,_,o,m,_,e,r,_,e,e,n,_,b,e,e,t,j,e,_,m,o,e,_,e,n,_,g,e,b,r,e,k,k,i,g,_,u,i,t,_,Dutch
i,n,_,e,n,e,r,g,i,e,v,o,o,r,b,e,e,l,d,_,m,a,a,k,t,_,e,e,n,_,z,w,a,r,e,_,l,u,n,c,h,_,m,e,_,e,r,g,_,i,Dutch
d,e,_,e,c,o,n,o,m,i,e,_,w,a,s,_,d,i,t,_,j,a,a,r,_,e,r,g,_,t,r,a,a,g,_,o,f,_,d,e,_,w,e,d,s,t,r,i,j,d,Dutch
o,f,_,z,a,k,e,n,_,z,i,j,n,_,d,i,t,_,k,w,a,r,t,a,a,l,_,t,r,a,a,g,_,g,e,w,e,e,s,t,_,j,e,_,k,u,n,t,_,h,Dutch
j,e,_,v,r,i,e,n,d,e,n,_,i,k,_,v,o,e,l,_,m,e,_,e,r,g,_,t,r,a,a,g,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
v,a,n,d,a,a,g,_,z,o,u,_,i,k,_,k,u,n,n,e,n,_,d,o,e,n,_,m,e,t,_,e,e,n,_,e,n,e,r,g,i,e,d,r,a,n,k,_,a,n,Dutch
i,k,_,g,e,e,f,_,j,e,_,d,i,e,_,g,e,h,e,i,m,e,_,t,i,p,_,o,m,_,h,e,e,l,_,v,l,o,e,i,e,n,d,_,t,e,_,k,l,i,Dutch
i,k,_,w,i,l,_,j,e,_,e,r,a,a,n,_,h,e,r,i,n,n,e,r,e,n,_,d,a,t,_,a,l,s,_,j,e,_,o,p,_,z,o,e,k,_,b,e,n,t,Dutch
d,a,a,r,v,o,o,r,_,i,n,_,h,e,t,_,b,e,s,c,h,r,i,j,v,i,n,g,s,v,a,k,_,e,n,_,n,u,_,d,e,_,g,e,h,e,i,m,e,_,Dutch
d,e,_,g,e,h,e,i,m,e,_,t,i,p,_,o,m,_,v,l,o,e,i,e,n,d,_,t,e,_,k,l,i,n,k,e,n,_,i,s,_,o,m,_,n,i,e,t,_,m,Dutch
w,e,_,w,o,r,d,e,n,_,e,r,g,_,o,p,g,e,w,o,n,d,e,n,_,o,m,d,a,t,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
w,i,j,',_,i,k,_,h,e,b,_,e,e,n,_,h,e,l,e,b,o,e,l,_,v,a,n,_,d,e,z,e,_,s,l,i,m,m,e,_,w,o,o,r,d,e,n,_,g,Dutch
z,o,r,g,_,e,r,_,d,u,s,_,e,e,n,_,v,o,o,r,_,e,e,n,_,v,o,o,r,_,d,a,t,_,j,e,_,h,e,t,_,w,o,o,r,d,_,o,p,_,Dutch
g,a,_,n,a,a,r,_,g,o,o,g,l,e,_,e,n,_,t,y,p,_,h,e,t,_,w,o,o,r,d,_,e,n,_,i,n,_,d,e,_,z,o,e,k,o,p,d,r,a,Dutch
e,n,_,h,o,o,r,_,d,e,_,u,i,t,s,p,r,a,a,k,_,e,e,n,_,o,f,_,t,w,e,e,_,k,e,e,r,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
e,n,_,j,e,_,b,e,n,t,_,k,l,a,a,r,_,o,m,_,t,e,_,g,a,a,n,_,e,n,_,a,l,s,_,j,e,_,d,e,z,e,_,v,i,d,e,o,_,l,Dutch
v,o,o,r,_,m,i,j,_,e,r,o,n,d,e,r,_,o,m,_,m,e,_,t,e,_,v,e,r,t,e,l,l,e,n,_,w,e,l,k,e,_,v,a,n,_,d,e,z,e,Dutch
a,l,s,_,j,e,_,n,o,g,_,n,i,e,t,_,o,p,_,d,e,_,a,b,o,n,n,e,e,r,k,n,o,p,_,e,n,_,h,e,t,_,b,e,l,p,i,c,t,o,Dutch
h,e,y,_,g,u,y,s,_,w,e,l,k,o,m,_,o,p,_,m,i,j,n,_,k,a,n,a,a,l,_,i,n,_,d,e,z,e,_,v,i,d,e,o,_,_,_,_,_,_,Dutch
i,k,_,g,a,_,j,e,_,d,e,_,b,e,s,t,e,_,e,n,g,e,l,s,e,_,z,i,n,n,e,n,_,g,e,v,e,n,_,d,i,e,_,j,e,_,i,n,_,j,Dutch
d,u,s,_,a,l,s,_,u,_,o,p,_,h,e,t,_,p,u,n,t,_,s,t,a,a,t,_,a,a,n,_,u,w,_,r,e,i,s,_,t,e,_,b,e,g,i,n,n,e,Dutch
n,a,a,r,_,e,e,n,_,e,n,g,e,l,s,_,s,p,r,e,k,e,n,d,_,l,a,n,d,_,k,u,n,t,_,u,_,d,i,t,_,v,o,l,l,e,d,i,g,_,Dutch
z,i,n,n,e,n,_,a,l,s,_,j,e,_,a,l,_,e,e,n,_,t,i,j,d,j,e,_,e,n,g,e,l,s,_,l,e,e,r,t,_,e,n,_,j,e,_,w,i,l,Dutch
d,i,t,_,i,s,_,d,e,_,b,e,s,t,e,_,v,i,d,e,o,_,o,m,_,m,e,e,_,t,e,_,b,e,g,i,n,n,e,n,_,d,u,s,_,l,a,t,e,n,Dutch
z,i,n,_,n,u,m,m,e,r,_,?,?,?,?,n,_,d,i,t,_,i,s,_,e,e,n,_,a,n,d,e,r,e,_,m,a,n,i,e,r,_,o,m,_,t,e,_,v,r,Dutch
h,o,e,_,g,a,a,t,_,h,e,t,_,m,e,t,_,j,o,u,?,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
h,o,e,_,g,a,a,t,_,h,e,t,?,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
h,o,e,_,g,a,a,t,_,h,e,t,?,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
d,u,s,_,j,e,_,o,n,t,m,o,e,t,_,i,e,m,a,n,d,_,e,n,_,j,e,_,t,i,j,d,_,h,o,e,_,g,a,a,t,_,h,e,t,_,?,_,_,_,Dutch
z,i,n,_,n,u,m,m,e,r,_,t,w,e,e,_,a,l,s,_,j,e,_,i,e,m,a,n,d,_,e,e,n,_,t,i,j,d,j,e,_,n,i,e,t,_,h,e,b,t,Dutch
d,r,i,e,_,a,l,s,_,j,e,_,j,e,_,w,i,l,t,_,v,r,a,g,e,n,_,w,a,t,_,j,e,_,h,e,b,t,_,g,e,d,a,a,n,_,_,_,_,_,Dutch
j,e,_,v,r,a,a,g,t,_,ƒ,?,?,ƒ,?,?,w,a,t,_,j,e,_,h,e,b,t,_,u,i,t,g,e,s,p,o,o,k,t,_,d,u,s,_,w,a,t,_,g,e,Dutch
w,a,t,_,h,e,b,_,j,e,_,g,e,d,a,a,n,_,o,m,_,z,e,_,o,p,_,t,e,_,v,o,e,d,e,n,_,a,l,s,_,a,l,l,e,s,_,g,o,e,Dutch
n,o,u,_,j,e,_,k,u,n,t,_,g,e,w,o,o,n,_,a,n,t,w,o,o,r,d,e,n,_,k,a,n,_,n,i,e,t,_,k,l,a,g,e,n,_,d,a,t,_,Dutch
k,a,n,_,n,i,e,t,_,k,l,a,g,e,n,_,v,o,l,g,e,n,d,e,_,z,i,n,_,i,e,m,a,n,d,_,v,e,r,t,e,l,t,_,j,e,_,i,e,t,Dutch
h,o,e,_,w,e,e,t,_,j,e,_,d,a,t,?,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
w,a,a,r,_,h,e,b,_,j,e,_,h,e,t,_,n,i,e,u,w,s,_,v,a,n,d,a,a,n,_,z,o,a,l,s,_,h,o,e,_,g,a,a,t,_,h,e,t,?,Dutch
w,e,e,t,_,d,a,t,_,a,l,s,_,i,e,m,a,n,d,_,e,e,n,_,l,e,u,k,e,_,g,r,a,p,_,v,e,r,t,e,l,t,_,j,e,_,k,u,n,t,Dutch
d,a,t,_,i,s,_,e,e,n,_,g,e,w,e,l,d,i,g,e,_,g,r,a,p,_,d,u,s,_,d,e,_,z,i,n,_,i,s,_,d,a,t,_,h,e,t,_,e,e,Dutch
a,l,s,_,j,e,_,i,e,m,a,n,d,_,w,i,l,t,_,b,e,d,a,n,k,e,n,_,k,u,n,_,j,e,_,z,e,g,g,e,n,_,d,a,t,_,h,e,t,_,Dutch
p,r,o,b,e,e,r,d,e,_,u,_,t,e,_,h,e,l,p,e,n,_,m,a,a,r,_,k,o,n,_,h,e,t,_,r,e,s,u,l,t,a,a,t,_,d,a,t,_,u,Dutch
t,o,c,h,_,b,e,d,a,n,k,t,_,h,e,t,_,m,a,a,k,t,_,n,i,e,t,_,u,i,t,_,m,a,a,r,_,t,o,c,h,_,b,e,d,a,n,k,t,_,Dutch
b,e,d,a,n,k,t,_,v,o,o,r,_,d,e,_,m,o,e,i,t,e,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
n,e,e,_,t,o,c,h,_,b,e,d,a,n,k,t,_,e,n,_,e,e,n,_,a,n,d,e,r,e,_,z,i,n,_,d,i,e,_,i,k,_,s,o,m,s,_,i,n,_,Dutch
v,r,a,a,g,_,i,k,_,e,n,_,d,a,n,_,z,e,g,_,i,k,_,u,i,t,e,i,n,d,e,l,i,j,k,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
b,i,j,_,v,o,o,r,b,a,a,t,_,d,a,n,k,_,w,a,t,_,b,e,t,e,k,e,n,t,_,d,a,t,_,i,k,_,e,c,h,t,_,h,o,o,p,_,d,a,Dutch
b,e,d,a,n,k,_,j,e,_,b,i,j,_,v,o,o,r,b,a,a,t,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
b,i,j,_,v,o,o,r,b,a,a,t,_,d,a,n,k,_,a,l,s,_,i,e,m,a,n,d,_,e,e,n,_,f,o,u,t,_,h,e,e,f,t,_,g,e,m,a,a,k,Dutch
j,e,_,k,u,n,t,_,g,e,w,o,o,n,_,g,e,e,n,_,z,o,r,g,e,n,_,z,e,g,g,e,n,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
m,a,a,k,_,j,e,_,g,e,e,n,_,z,o,r,g,e,n,_,m,a,a,k,_,j,e,_,g,e,e,n,_,z,o,r,g,e,n,_,d,u,s,_,m,a,a,k,_,j,Dutch
h,e,t,_,i,s,_,g,o,e,d,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
m,a,a,k,_,j,e,_,g,e,e,n,_,z,o,r,g,e,n,_,s,t,e,l,_,j,e,_,v,o,o,r,_,d,a,t,_,j,e,_,t,h,u,i,s,k,w,a,m,_,Dutch
e,n,_,j,e,_,b,e,n,t,_,n,e,t,_,a,l,s,_,w,a,t,_,e,r,_,h,i,e,r,_,a,a,n,_,d,e,_,h,a,n,d,_,i,s,_,z,o,a,l,Dutch
w,a,t,_,g,e,b,e,u,r,t,_,e,r,_,a,l,s,_,j,e,_,i,e,t,s,_,n,i,e,t,_,h,e,b,t,_,o,p,g,e,v,a,n,g,e,n,_,o,f,Dutch
e,n,_,g,a,_,j,e,_,g,a,n,g,_,e,n,_,l,e,g,_,u,i,t,_,w,a,a,r,_,j,e,_,v,a,n,d,a,a,n,_,k,w,a,m,_,h,e,b,_,Dutch
a,l,s,_,j,e,_,i,e,m,a,n,d,_,v,r,a,a,g,t,_,ƒ,?,?,ƒ,?,?,o,m,_,n,i,e,t,_,v,a,n,_,s,t,r,e,e,k,_,t,e,_,z,Dutch
n,e,e,m,_,h,e,t,_,n,i,e,t,_,t,e,r,_,h,a,r,t,e,_,w,e,e,s,_,n,i,e,t,_,z,o,_,v,a,n,_,s,t,r,e,e,k,_,n,e,Dutch
e,e,n,_,a,n,d,e,r,e,_,m,a,n,i,e,r,_,o,m,_,t,e,_,v,r,a,g,e,n,_,o,f,_,j,e,_,e,e,n,_,d,e,e,l,_,v,a,n,_,Dutch
m,i,j,n,_,e,x,c,u,s,e,s,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
k,u,n,_,j,e,_,h,e,t,_,h,e,r,h,a,l,e,n,_,o,m,d,a,t,_,i,k,_,h,e,t,_,l,a,a,t,s,t,e,_,w,o,o,r,d,_,n,i,e,Dutch
j,e,_,k,u,n,t,_,s,o,r,r,y,_,z,e,g,g,e,n,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
i,k,_,l,u,i,s,t,e,r,d,e,_,n,i,e,t,_,o,m,d,a,t,_,j,e,_,h,e,t,_,m,i,s,s,c,h,i,e,n,_,d,r,u,k,_,h,a,d,_,Dutch
m,i,s,s,c,h,i,e,n,_,w,a,s,_,j,e,_,a,a,n,_,h,e,t,_,t,e,l,e,f,o,n,e,r,e,n,_,e,n,_,w,a,s,_,e,r,_,i,e,m,Dutch
o,_,m,i,j,n,_,g,o,d,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
s,o,r,r,y,_,i,k,_,l,u,i,s,t,e,r,d,e,_,n,i,e,t,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
k,a,n,_,j,e,_,h,e,t,_,h,e,r,h,a,l,e,n,?,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
m,i,j,n,_,e,x,c,u,s,e,s,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
i,k,_,l,u,i,s,t,e,r,d,e,_,n,i,e,t,_,n,a,a,r,_,e,e,n,_,a,n,d,e,r,e,_,z,i,n,_,d,i,e,_,i,k,_,d,e,_,h,e,Dutch
h,e,t,_,m,a,a,k,t,_,n,i,e,t,_,u,i,t,_,m,a,a,k,_,j,e,_,g,e,e,n,_,z,o,r,g,e,n,_,a,l,s,_,j,e,_,j,e,_,k,Dutch
h,e,t,_,i,s,_,a,l,s,o,f,_,h,e,t,_,e,r,_,n,i,e,t,_,t,o,e,_,d,o,e,t,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
i,k,_,r,e,d,_,h,e,t,_,w,e,l,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
i,k,',_,i,k,_,g,a,_,t,o,c,h,_,n,a,a,r,_,d,e,_,w,a,s,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
h,e,t,_,m,a,a,k,t,_,n,i,e,t,_,u,i,t,_,o,f,_,j,e,_,i,e,m,a,n,d,_,g,e,l,u,k,_,w,i,l,t,_,w,e,n,s,e,n,_,Dutch
e,n,_,i,k,_,d,o,e,_,a,l,t,i,j,d,_,d,a,t,_,j,e,_,v,i,n,g,e,r,s,_,g,e,k,r,u,i,s,t,_,k,u,n,t,_,z,e,g,g,Dutch
d,u,i,m,e,n,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
e,e,n,_,a,n,d,e,r,e,_,u,i,t,d,r,u,k,k,i,n,g,_,d,i,e,_,a,m,e,r,i,k,a,n,e,n,_,g,e,b,r,u,i,k,e,n,_,i,s,Dutch
d,e,_,s,i,t,u,a,t,i,e,_,i,s,_,d,a,t,_,j,e,_,i,e,t,s,_,n,i,e,t,_,h,e,b,t,_,g,e,k,r,e,g,e,n,_,e,n,_,d,Dutch
e,n,_,j,e,_,b,e,n,t,_,z,o,_,v,a,n,_,o,h,_,d,a,t,_,v,e,r,k,l,a,a,r,t,_,h,e,t,_,d,a,t,_,v,e,r,k,l,a,a,Dutch
e,e,n,_,a,n,d,e,r,e,_,m,a,n,i,e,r,_,o,m,_,d,e,_,p,e,r,s,o,o,n,_,t,e,_,v,e,r,t,e,l,l,e,n,_,d,a,t,_,h,Dutch
e,r,_,g,e,b,e,u,r,e,n,_,d,i,n,g,e,n,_,w,e,e,s,_,n,i,e,t,_,b,o,o,s,_,a,l,s,_,j,e,_,n,i,e,t,_,d,e,_,n,Dutch
j,e,_,k,u,n,t,_,s,o,r,r,y,_,z,e,g,g,e,n,_,d,a,t,_,i,k,_,j,e,_,s,t,o,o,r,_,j,e,_,w,e,e,t,_,d,a,t,_,j,Dutch
a,l,s,_,i,e,m,a,n,d,_,h,e,t,_,d,r,u,k,_,h,e,e,f,t,_,k,u,n,t,_,u,_,a,l,t,i,j,d,_,s,o,r,r,y,_,z,e,g,g,Dutch
s,o,r,r,y,_,d,a,t,_,i,k,_,j,e,_,s,t,o,o,r,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
a,l,s,_,j,e,_,m,i,d,d,e,n,_,i,n,_,i,e,t,s,_,i,n,_,i,e,m,a,n,d,_,z,i,t,_,',_,j,e,_,v,r,a,a,g,t,_,ƒ,?,Dutch
j,e,_,b,e,n,t,_,e,r,g,e,n,s,_,m,i,d,d,e,n,i,n,_,e,n,_,i,e,m,a,n,d,_,v,r,a,a,g,t,_,ƒ,?,?,ƒ,?,?,j,e,_,Dutch
i,k,_,b,e,n,_,z,o,_,b,i,j,_,j,e,_,i,k,_,b,e,n,_,b,i,j,_,j,e,_,i,n,_,e,n,_,d,a,n,_,g,a,_,j,e,_,v,e,r,Dutch
z,o,a,l,s,_,w,a,n,n,e,e,r,_,z,i,j,n,_,w,e,_,g,e,s,t,o,p,t,_,w,a,a,r,_,w,e,_,w,a,r,e,n,_,e,n,_,j,e,_,Dutch
d,u,s,_,d,i,t,_,i,s,_,e,e,n,_,g,e,w,e,l,d,i,g,e,_,m,a,n,i,e,r,_,o,m,_,t,e,_,o,e,f,e,n,e,n,_,w,a,a,r,Dutch
e,n,_,j,e,_,s,n,a,p,t,e,_,n,i,e,t,_,w,a,t,_,d,e,_,a,n,d,e,r,e,_,p,e,r,s,o,o,n,_,z,e,i,_,j,e,_,k,u,n,Dutch
w,a,t,_,b,e,t,e,k,e,n,t,_,d,a,t,_,d,e,_,p,e,r,s,o,o,n,_,e,r,t,o,e,_,a,a,n,z,e,t,_,o,m,_,n,o,g,m,a,a,Dutch
u,_,z,e,i,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
a,l,s,_,i,e,m,a,n,d,_,e,e,n,_,b,a,a,n,_,v,a,n,_,z,i,j,n,_,d,r,o,m,e,n,_,h,e,e,f,t,_,o,f,_,w,a,t,_,j,Dutch
i,k,_,w,a,s,_,b,a,n,g,_,d,a,t,_,d,i,t,_,s,u,p,e,r,_,b,o,o,s,_,i,s,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
o,h,_,d,i,t,_,i,s,_,b,i,j,n,a,_,g,e,k,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
i,k,_,s,c,h,r,o,k,_,v,a,n,_,e,e,n,_,a,n,d,e,r,e,_,z,i,n,_,d,i,e,_,m,o,e,d,e,r,t,a,a,l,s,p,r,e,k,e,r,Dutch
z,e,_,z,i,j,n,_,a,l,s,_,g,o,e,d,_,v,o,o,r,_,j,e,_,h,e,t,_,z,o,u,_,b,e,t,e,r,_,z,i,j,n,_,z,o,n,d,e,r,Dutch
a,l,s,_,i,e,t,s,_,j,e,_,v,e,r,r,a,s,t,_,k,u,n,_,j,e,_,o,o,k,_,z,e,g,g,e,n,_,d,a,t,_,j,e,_,m,e,_,v,o,Dutch
i,k,_,k,a,n,_,h,e,t,_,n,i,e,t,_,g,e,l,o,v,e,n,_,j,e,_,h,o,u,d,t,_,m,e,_,v,o,o,r,_,d,e,_,g,e,k,_,o,m,Dutch
a,l,s,_,j,e,_,i,e,m,a,n,d,_,w,i,l,t,_,d,i,e,_,g,e,w,o,o,n,_,k,l,i,n,k,t,_,a,l,s,_,h,u,i,l,e,n,_,e,n,Dutch
k,o,m,_,o,p,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
j,e,_,k,u,n,t,_,h,e,t,_,d,o,e,n,_,j,e,_,k,u,n,t,_,d,e,_,t,o,e,f,l,_,d,o,o,r,g,e,v,e,n,_,j,e,_,k,u,n,Dutch
j,e,_,k,u,n,t,_,h,e,t,_,d,o,e,n,_,a,l,s,_,i,e,m,a,n,d,_,h,e,t,_,h,e,e,l,_,g,o,e,d,_,d,o,e,t,_,j,e,_,Dutch
d,a,t,_,i,s,_,v,e,r,l,i,c,h,t,_,w,a,t,_,b,e,t,e,k,e,n,t,_,d,a,t,_,d,a,t,_,v,e,r,b,a,z,i,n,g,w,e,k,k,Dutch
o,h,_,d,a,t,_,i,s,_,v,e,r,l,i,c,h,t,_,e,n,_,j,e,_,h,e,b,t,_,h,e,t,_,w,a,a,r,s,c,h,i,j,n,l,i,j,k,_,g,Dutch
i,k,_,w,i,l,_,d,o,o,r,g,a,a,n,_,i,k,_,b,e,n,_,e,r,_,n,i,e,t,_,m,o,e,_,v,a,n,_,n,i,e,t,_,a,l,s,_,i,e,Dutch
e,r,_,i,s,_,g,e,e,n,_,r,u,i,m,t,e,_,v,o,o,r,_,t,w,i,j,f,e,l,_,i,n,_,a,m,e,r,i,k,a,_,o,f,_,j,e,_,i,e,Dutch
h,e,t,_,i,s,_,h,e,t,_,n,i,e,t,_,w,a,a,r,d,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
j,e,_,b,e,n,t,_,z,o,v,e,e,l,_,b,e,t,e,r,_,d,a,n,_,h,e,t,_,p,r,o,b,l,e,e,m,_,w,a,a,r,_,j,e,_,o,m,_,h,Dutch
h,e,t,_,i,s,_,h,e,t,_,n,i,e,t,_,w,a,a,r,d,_,i,k,_,b,e,n,_,p,e,r,s,o,o,n,l,i,j,k,_,d,o,l,_,o,p,_,d,e,Dutch
o,_,m,i,j,n,_,g,o,d,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
j,i,j,_,r,o,c,k,_,j,e,_,r,o,c,k,?,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
n,e,e,_,j,e,_,h,e,b,t,_,g,e,w,e,l,d,i,g,_,w,e,r,k,_,v,e,r,r,i,c,h,t,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
j,e,_,r,o,c,k,t,_,a,l,s,_,i,e,m,a,n,d,_,n,i,e,t,_,e,c,h,t,_,g,o,e,d,_,w,e,r,k,t,_,e,n,_,j,e,_,w,i,l,Dutch
e,e,n,_,a,n,d,e,r,e,_,m,a,n,i,e,r,_,o,m,_,p,r,e,c,i,e,s,_,h,e,t,z,e,l,f,d,e,_,t,e,_,z,e,g,g,e,n,_,w,Dutch
a,l,s,_,i,e,m,a,n,d,_,h,u,i,l,t,_,e,n,_,h,e,t,_,n,i,e,t,_,w,i,l,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Dutch
h,e,t,_,z,i,n,k,t,_,j,e,_,z,e,g,t,_,t,r,e,k,_,j,e,z,e,l,f,_,b,i,j,_,e,l,k,a,a,r,_,a,l,s,o,f,_,j,e,_,Dutch
